,Lasso 0.00048828125 electronic_coef,Lasso 0.000244140625 electronic_coef,Lasso 0.0001220703125 electronic_coef,Ridge 9.5367431640625e-07 electronic_coef,Lasso 6.103515625e-05 electronic_coef,Ridge 1.9073486328125e-06 electronic_coef,Ridge 3.814697265625e-06 electronic_coef,PLS 1 electronic_coef,ElasticNet 0.00048828125 0.5 electronic_coef,PLS 2 electronic_coef,PLS 3 electronic_coef,ElasticNet 0.000244140625 0.5 electronic_coef,PLS 4 electronic_coef,PLS 5 electronic_coef,Ridge 1.52587890625e-05 electronic_coef,Ridge 7.62939453125e-06 electronic_coef,PLS 6 electronic_coef,PLS 7 electronic_coef,PLS 8 electronic_coef,PLS 9 electronic_coef,Ridge 0.0001220703125 electronic_coef,Ridge 3.0517578125e-05 electronic_coef,Ridge 0.000244140625 electronic_coef,Ridge 6.103515625e-05 electronic_coef,Ridge 0.00048828125 electronic_coef,ElasticNet 0.0001220703125 0.5 electronic_coef,ElasticNet 6.103515625e-05 0.5 electronic_coef,Lasso 3.0517578125e-05 electronic_coef,ElasticNet 3.0517578125e-05 0.5 electronic_coef,Lasso 1.52587890625e-05 electronic_coef,ElasticNet 1.52587890625e-05 0.5 electronic_coef,ElasticNet 7.62939453125e-06 0.5 electronic_coef,Lasso 7.62939453125e-06 electronic_coef,ElasticNet 3.814697265625e-06 0.5 electronic_coef,ElasticNet 1.9073486328125e-06 0.5 electronic_coef,Lasso 3.814697265625e-06 electronic_coef,Lasso 1.9073486328125e-06 electronic_coef,Lasso 9.5367431640625e-07 electronic_coef,ElasticNet 9.5367431640625e-07 0.5 electronic_coef
-4 1 2,0.0,0.0,0.0,2.5350493815924815,-0.0,2.3787389929333917,2.1444067272183367,-0.01767385744076721,-0.0,-0.12280650911734206,-0.08062361832123388,-0.0,-0.09803633220857687,-0.4753220145531334,1.478869468673054,1.8361937822624683,-0.3488757662905641,0.0885476199938123,0.4404838410837298,0.4281182323098985,0.5191128477678791,1.11089460057149,0.3404237542531912,0.7780915026301033,0.20728102997102107,-0.0,-0.0,-0.0,0.0,-0.0,0.052015756487273225,0.17060058739927936,-0.26078090713302066,0.3318291746133606,0.5960772477319903,-0.6900678623591373,-0.045779942470935794,-0.0,0.8993672361194893
-4 1 3,0.0,0.0,-0.0,-5.303173699322696,-0.20071293890356448,-5.231664284998494,-5.094315883048033,0.15569568447187832,0.14145508471382878,0.2356191260339275,0.4457686137218057,0.28629195633906535,0.5815260041631259,1.0522069868005568,-4.42094102156372,-4.843234329957239,1.1093857727584095,0.5889088833213152,0.3649416308519424,-0.36473387929362866,-1.9886077626044394,-3.786558360999731,-1.045559333242607,-2.9492535621996194,-0.26709602018245543,0.43064337783562856,0.47826487986148275,-1.7699744096290746,0.35227097960952763,-2.1568125308359005,0.0,-0.632330982488569,-3.4041820911147243,-1.5357963726044843,-2.5685783597384524,-4.738221320542954,-4.00502522508241,-3.6934915292039063,-3.4722930330195605
-4 1 4,-0.583724280030498,-0.0,-0.0,3.44252229548295,-0.0,3.2699595833801727,2.9848384838367847,-0.42488931676669167,-0.6064062889402692,-0.7502396641936001,-0.607696300544474,-0.5713792955872343,-0.5559751199754266,-0.29637946725919323,1.9940177188518795,2.558222619343418,-0.07649247870178659,-0.3630308478426099,-0.3041036388120974,-0.5379817555148757,0.2339010119894553,1.3525265352702205,-0.11181639253124621,0.7361426196721127,-0.3029717300440746,-0.47944173996874234,-0.3939292114807706,0.0,-0.33017427341774336,0.0,-0.2745868844095562,-0.13989275134459414,1.7627395577986589,0.0,0.4961675382591707,1.724947444122849,1.3775776852108672,0.4603115191083932,1.0894450572443692
-4 1 5,-0.0,-0.0,0.0,2.4164864033944755,1.300587846229876,2.5065983918159436,2.6249423510479155,-0.4355951455546636,-0.36941927809563646,-0.510960136237675,-0.3610221707721907,-0.2898524917417354,-0.2836669762363476,0.046442953964687145,2.8040180980552076,2.74133164434665,0.5443609345805133,1.0316826674894386,1.29511147436103,1.7828230417379438,2.245730202533718,2.7601394383628706,1.8055864051839845,2.574588194474902,1.2984546574197888,-0.12371759194850607,0.0,2.9581642750273756,0.44814708011524823,3.684152120003051,0.9962102010950576,1.5616582443960816,3.9380580328003725,2.0617334209286566,2.488675989697106,3.8207058948078827,4.171806310138567,3.6643834570209606,2.755098445646827
-4 1 6,-0.0,-0.0,-0.0,1.5242189279451015,-0.0,1.4838228213207025,1.4092544510221456,-0.5122124650633895,-0.6231305617890203,-0.7562530800496685,-0.647158748591279,-0.6624302983388975,-0.6612542353693182,-0.7299332642203789,1.055469045838022,1.2764661514978406,-0.5737621138260405,-0.5565640834113045,-0.5871758750693342,-0.35843201703263367,0.04013498250596682,0.7352315779238786,-0.18486566016665076,0.36467822251576115,-0.3406256797790866,-0.6605366743645283,-0.5904593795554554,-0.0,-0.48448206621245343,0.0,-0.36605053305846824,-0.21693603825530167,0.0,-0.011695378857693521,0.1547867759334745,0.38993347150005403,0.0,0.00294743496711738,0.549120829030795
-4 2 1,0.3592855706322534,2.414745723903206,3.610576951476593,4.124159079057074,3.8238263067755263,4.075066532197898,4.012800043363436,0.15414518895723975,0.39096963421857206,0.36359583780202537,0.808893984143474,0.6435108916711166,1.0161938992198478,1.5755411237365766,3.887727005280303,3.949565784850424,1.8434618692751294,2.2928853733478394,2.5412242198783663,2.840700648712726,3.3606775119194223,3.796837632191788,2.9939357851800916,3.6290033378767177,2.5375048906385493,0.9737064639354313,1.370291408853842,3.969630108398688,1.8534550248788564,3.5350540916424107,2.371537590353817,2.8754649404357315,3.152140922685019,3.257301942419261,3.5547700293274542,3.149280889650628,3.7940990327907054,3.8032542504766984,3.736996054531348
-4 2 2,-0.0,-0.0,0.0,1.5729065801275401,0.0,1.6255102372331611,1.6880658058730371,0.06590488601130352,0.0,0.13846063541304413,0.05001621037413941,0.0,-0.0312139817604639,-0.05972152319696015,1.7069656984590478,1.7313320236264593,-0.09671846761649561,-0.10963074321937984,-0.09728825065633864,-0.05298389481742922,1.0020429079150694,1.5697014264004923,0.6982951548735248,1.3156301338025673,0.43768239061322445,0.0,0.0,0.8850080291426674,0.07279968833854301,2.5851842547982953,0.260132046433944,0.5314129768741884,2.6519673452178223,0.8732346219649976,1.2170248033051083,0.3788374929127878,0.0,1.0483586284057524,1.541607192988294
-4 2 3,-0.0,-0.0,-0.0,-1.3824140878673559,0.0,-1.1911669092441233,-0.9173092824144504,-0.12307245924165883,-0.15401426257524833,-0.21241213352960459,-0.24248631909085264,-0.15394131606727104,-0.2902857732179364,-0.24268596272805923,-0.2598030864309794,-0.587229325965235,-0.3182466374294729,-0.3042875638808227,-0.12767061753190528,-0.15962492264722555,0.17724858917990582,-0.0018469577068131818,0.14433546578091314,0.14236235411279613,0.07838844667031913,-0.13128414335616653,-0.07045949864765866,0.0,-0.0,0.07784180917895428,0.0,0.014632848143923662,0.7047948362310275,0.14183070753467023,0.16928547199041663,1.850139547746119,2.076399945003297,0.2519711932332526,0.09020168080585249
-4 2 4,-0.0,-0.0,-0.0,0.7996931473606753,0.0,0.7216692384946891,0.6187273348052372,-0.20740069753874185,-0.1786625169375694,-0.15109449957515994,-0.33516798388073293,-0.189763490475464,-0.43773333912649987,-0.36011091979352366,0.40647338254758836,0.5085989496294165,-0.2329099400597265,-0.43186253399961944,-0.4559266768409759,-0.3276367068619648,0.02695120901109844,0.3019437167972393,-0.10559675442176675,0.17358668549107567,-0.19950678385153034,-0.18203748107543027,-0.1800589923889447,1.124459083833932,-0.18256420676090318,1.5497090026254638,-0.15658046486797603,-0.053757308601126486,0.4874686531618012,-0.0,0.023068132249940986,0.3993964807709657,0.0,0.38484022201139606,0.18602179941120808
-4 2 5,-0.0,0.0,0.0,-1.9101809298790435,0.0,-2.0583659852374763,-2.224144827765548,-0.3835755261267953,-0.27796477817991017,-0.381391015269907,-0.09980831158680646,-0.17669402645472104,-0.08709675674259022,0.024517158585945817,-2.2468196301461867,-2.3219704933581724,0.15351335364537202,0.10454431095511033,-0.05035912694412738,-0.008547860463805016,-0.9887281660924853,-1.954460412876144,-0.5443134405799588,-1.4974190372518839,-0.24022591507198032,-0.04956119518315355,-0.0,0.0,-0.0,-0.0,-0.019078062051864037,-0.24794607320322862,-0.0,-0.6390054199646317,-1.1707505524298127,-0.0,-0.0,-4.268216052091244,-1.7022762788123296
-4 2 6,-0.0,-0.0,0.0,1.368891717091151,0.0,1.2401534534009806,1.057951467520634,-0.20722352550570367,-0.013766382899505337,-0.0806563485745987,-0.00019713417578097058,-0.0,-0.06874286023419275,-0.18761287885597322,0.6308950955893977,0.8422708782986142,-0.15164028864570225,-0.08740736723371541,-0.1328932928642576,-0.1642574437781453,0.21581698263019708,0.45543923154948995,0.11961846754251874,0.3227832381980829,0.039553182067920425,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.04494734554484938,-0.0,0.16360493630503747,0.2775013654886077,0.0,0.0,0.5747693190128167,0.41951843027392327
-4 3 1,0.0,0.0,0.0,2.057703091872032,0.0,2.1096485533731513,2.1643864276468663,-0.05329707368654879,0.037195504930110895,0.06749516130268536,0.4603710600619716,0.19031165041301673,0.6287627001340946,1.070759357718734,2.1608534790108846,2.1912018690185335,0.9996688299624221,0.6435700265771533,0.47538829701832896,0.46184580060080715,1.6691141985694624,2.067121379859728,1.3647748237507753,1.9079708288759296,1.0619740694722917,0.34792110512089286,0.4939821735390549,0.0,0.6654012494151256,2.423421747675437,0.8976955883794465,1.1742086691338738,3.937765679422826,1.4857407736873645,1.7588795387435974,4.145138579397241,1.8999172202491674,0.16502099561638428,2.0029436939626954
-4 3 2,-0.0,-0.009382791463591743,-0.7199192304889002,-3.5927202091582866,-1.3055501024597642,-3.5863667183715475,-3.5627943364218653,-0.2610407091217385,-0.24232379451936076,-0.44180665373315303,-0.35399506507204637,-0.253434708704531,-0.3454564142511707,0.2659119985282725,-3.343242905428797,-3.4960842425699994,0.11796656124279555,-0.6545709162084824,-0.8661957222103934,-1.2457628000165835,-2.0874910738932626,-3.05627741393752,-1.5509450360531438,-2.620286837620007,-1.083930890344207,-0.2646344446161827,-0.36324802584583893,-2.595124491400433,-0.5918093702541072,-4.475045808632429,-0.9618988973468702,-1.4202322106710759,-5.687248288762015,-1.9524603137774745,-2.4744505433877024,-5.352888199953371,-4.518045800853424,-5.627417865076293,-2.9200729852186145
-4 3 3,-0.0,-0.1758598579269438,-0.0,-0.7661941703085565,-0.0,-0.7388273292832862,-0.6997836160787761,-0.302424285265133,-0.3904963334304618,-0.458713663243618,-0.4403862883937096,-0.3833642366867455,-0.5255882971959825,-0.20861198016221305,-0.5746284823609569,-0.6480854343595956,-0.20330088398901908,-0.3554013926402913,-0.21685949473563207,-0.036702316030488694,-0.18289219218642924,-0.46286280994519857,-0.1073669050190149,-0.3176806375747874,-0.10520203971703122,-0.2978566420350223,-0.22331649445341856,-0.0,-0.11335302921225786,-0.0,-0.04679717488016895,-0.04685372182439417,-0.0,-0.05764799208387763,-0.16944906902576232,-0.0,-0.0,-0.8449942911118695,-0.3536163392989538
-4 3 4,-0.0,-0.0,-0.0,-2.8518477743908126,-0.0,-2.6892179825561455,-2.4657519125326153,-0.17673539528252064,-0.031024156564135118,-0.004217046075067414,-0.07940553762982801,-0.039941053218884644,-0.21191101395670722,-0.2627360304697367,-1.9687390123888362,-2.212156710739487,-0.4144422144178657,-0.6405475310621032,-0.7678772320425928,-0.6686589232011454,-1.213822307212362,-1.7411374634187509,-0.9210366181390514,-1.4964629985124391,-0.6687277322057276,-0.07917085624093874,-0.1752714767717893,-0.0,-0.316345715192965,-0.0,-0.5050702580211839,-0.7421434305916982,-0.0,-1.0488919792706621,-1.3348385608093518,-1.2387280336546385,-2.248710928894642,-0.8145402584795407,-1.6193534321492011
-4 3 5,-0.0,-0.0,-0.8878051131920163,-6.006382484953589,-2.1754210690435376,-5.909698717825304,-5.7378141481551355,-0.026925718666352665,0.0,0.2812906545686807,-0.07949226591491358,-0.0,-0.29837195345723266,-0.3094724545519821,-5.024005544736841,-5.453054622121408,-0.5605760621443638,-0.8423147869165083,-1.1138508716064215,-1.4739601540141476,-2.965425878042603,-4.444702417592539,-2.1905254463459367,-3.74081810525358,-1.489284535425586,-0.024734412572787242,-0.2693893194884129,-3.531199107534052,-0.6470962919973776,-4.073992813509284,-1.1795171402066371,-1.8340915599757108,-5.53547497172775,-2.6380952591059637,-3.4207704784219035,-6.92076019655037,-9.34101960007915,-11.019352821572163,-4.145560496796249
-4 3 6,0.0,0.0,0.0,0.07723666305784074,0.0,0.2105058381066097,0.3932155679028496,0.0712439015621624,0.27404377050867945,0.5081101149763243,0.5600666617213593,0.4057550462282809,0.509716996079709,0.839997976026556,0.7680277053138866,0.595688617901048,0.8608265903748085,1.3091450290493862,1.4498547477265364,1.3491203424677507,0.8811765016118696,0.8700310880958789,0.8772333437214919,0.8955116312229515,0.8878615356202796,0.5605809219131239,0.6988943645630017,0.0,0.8101673111680362,0.0,0.8584145497602146,0.8349319484089176,0.0,0.8133389151054338,0.800260392793705,0.0,-0.0,-0.0,0.7947871663380975
-3 1 1,0.0,3.1383920995490273,5.616059356084924,5.4034877934478995,7.3330877307535935,5.309311536114114,5.185663721431184,0.2857350169083848,0.3717089450432573,0.4571547265044007,0.43805889077176474,0.5277421087269785,0.5697129228702039,1.2737745317555669,4.9433456034301075,5.056768300084712,1.8365683966993414,2.672411324862273,2.965871019343014,3.4227881106945324,4.175069884175871,4.816382473935575,3.571056839704834,4.588229329657294,2.8510054427120446,0.8051305137107433,1.2683399762965515,4.764542602689505,1.8954587041009798,1.620533063956706,2.6247810644428995,3.3512875028030993,0.6231650846441567,3.991348830812448,4.450884392546261,0.6854043520773085,1.7294902692802732,1.940329812401807,4.74153106964631
-3 1 2,0.6889155418249032,0.3121492770675157,0.0,7.284170321684394,0.0,7.117021309475878,6.846138135691613,0.42431162646594006,0.7251449657738247,0.7877084334512019,0.994811695811005,0.9159110297602029,1.1397526184401696,1.5669964912563055,5.891532270632653,6.443397943241654,1.816037904532727,1.9490795916581884,1.932564335033589,1.9688386428574227,3.5799304210653506,5.195976908118744,2.8270220739656993,4.399709753102814,2.213400850638107,1.1288957306420007,1.3548070144538686,4.616583657672722,1.6395012327608616,9.057973368778876,2.0171638112653314,2.5506332161290444,12.567090937790494,3.307171848453847,4.133321980371575,13.299039258269769,15.112325478542553,12.95105078268263,4.97340569011701
-3 1 3,0.0753150414061039,0.33720585087596794,0.0,3.3062310041630756,0.31636555831997853,3.2629381680534815,3.171924622988626,0.3969879369771189,0.4437586328862198,0.532786863873053,0.5083679173388179,0.5175000374748534,0.5948921639248459,0.5299537221814077,2.7163080317255224,2.9981330671315725,0.6825741075985794,0.8717700821484808,0.9634515827967826,1.0151488247053677,1.5673670333702012,2.34329645268227,1.2528011565922623,1.9399181669794712,1.0019891437070392,0.5879481352159024,0.6477034219957352,0.5243799102885353,0.7204069450189574,0.0,0.8598519242289174,1.0705039278681525,0.0,1.3991038363999866,1.7387011928294416,0.0,0.7745477572450022,0.7444477848680943,2.142130089613652
-3 1 4,0.0,-0.0,-0.0,-3.940448181207787,-1.1124254459807705,-3.9328112484561806,-3.8864531177350696,0.002094832831655324,0.0,0.07774076816668697,-0.05997702218973587,0.0,0.04360675950238097,0.3289673925977108,-3.4448658241293626,-3.7462419846003585,0.3656876326443818,0.1797282435444956,0.22428235813351496,0.12886187625757384,-1.4901310125155203,-2.942845964817758,-0.7705678967642798,-2.261387736406475,-0.2397240919692945,0.0,0.008818770392941837,-3.2142574335638656,0.0,-5.21540243554602,-0.0782216892503316,-0.5692654074859551,-5.321070957929323,-1.2201837447142743,-2.02404492663584,-5.804399753373926,-5.710139782252475,-4.036895873045087,-2.7647100005745515
-3 1 5,0.0,0.0,1.3014188381098688,2.292175594276944,2.7936486050963842,2.337723346871479,2.4056277049660646,-0.19772731059262919,-0.0,-0.11072332012694261,0.14651307164893637,0.009709193202136238,0.3344497314195641,0.961464718118882,2.618683606655837,2.498061797090236,1.5702513196860002,2.284402247899957,2.5924819062296542,3.2151815873863994,2.888272206509421,2.762803707175772,2.699300097558005,2.8834874311176577,2.304660104293254,0.3818698180894266,0.9179797574905544,1.6838932627723011,1.5192296259067168,0.8665747502231356,2.075153720048434,2.544325465178745,0.49776209391965737,2.840313490851146,2.9398004150175976,0.29068469399842517,-0.0,0.0,2.8654116755692933
-3 1 6,-0.0,-0.0,0.0,-2.1754038671795315,0.0,-2.0674385695077406,-1.90404633681798,-0.4074417220132325,-0.2666413059913086,-0.43596427794032844,-0.20435163959809108,-0.2191306929285873,-0.09259415178722707,-0.025982993967135253,-1.4616136478744441,-1.6908764929438869,0.0636608420239941,-0.4340238299188788,-0.9317242587937007,-1.2594102889809033,-1.152672245153241,-1.2757223903636326,-1.0941705300119446,-1.180933470830892,-0.9279946515415378,-0.19284129356887192,-0.2542609321590935,0.0,-0.46690327919511376,0.0,-0.7635618296261575,-0.9825808281129992,0.0,-1.0159487813332992,-1.0635237955900774,0.0,-1.1300729823764364,-1.6372768476491055,-1.1442609896248588
-3 2 1,0.0,0.8220705366373703,1.9937588393865293,3.3928721148820444,2.5227021678400563,3.317599031360935,3.1923745121860843,0.08030298480946853,0.1659368928137939,0.24365291303423653,0.5199095584967572,0.36267907376637554,0.6435848049932108,1.1560899822616415,2.759614603847089,3.0046163985642993,1.2578324399222691,1.1992908048379607,1.0206342552524048,0.8412303116590805,1.9378065038708463,2.487662521024606,1.6366378009077804,2.2166425951877944,1.3412613374159765,0.5901474317638292,0.8151734165800336,2.3895650515086406,1.0236495505916248,1.1141825436212478,1.2316376284452653,1.5042760353746918,0.0,1.8413045613261472,2.1329199667593195,0.0,0.0,2.996363997821832,2.3852756281442975
-3 2 2,-0.0,-0.0,-0.0,-5.332697733901081,-0.0,-5.207254996815666,-4.974786470365073,-0.104311167122167,-0.0,-0.09368684523050184,0.07410646312564977,-0.0,0.10235088657062456,-0.09096626974060275,-3.977428255480637,-4.576759980551354,-0.3089811078047046,-0.5906271105865428,-0.7861863125928968,-0.9355462641346065,-1.7458242464751523,-3.2188193776490412,-1.222200413592812,-2.4296096747931935,-0.8333547251935065,-0.0,-0.11920399221086354,-0.0,-0.3279381737828605,-0.0,-0.5922717852780528,-0.9464190138003247,-0.2245521520195836,-1.4094801935217423,-2.100771819331807,-3.2897417642468163,-4.276753896196731,-3.766255347063577,-2.908304710752776
-3 2 3,-0.0,0.0,-0.0,1.609810213853035,-0.0,1.567256616164418,1.4482159544584814,0.08462937408712362,-0.0,-0.07018849346250955,-0.08792076619787531,-0.0,-0.11583857437696626,-0.6942535361270809,0.7219985060357043,1.18142357871984,-1.0151330944692771,-1.236767410021715,-1.272853224612692,-1.2178924702668485,-0.804792149432747,0.12902521766802988,-0.9371156519168512,-0.4331683929936061,-0.8901605323267133,-0.16237344275597393,-0.37402982950907404,-0.0,-0.5945213449855572,-0.0,-0.796312644180055,-0.9079832799798757,-0.0,-0.8668338107173251,-0.5375746325780543,-0.0,0.0,0.0,-0.04710042764180025
-3 2 4,-0.0,-0.0,-0.0,-4.354475171550348,-0.0,-4.131734998439948,-3.78126174054803,-0.15653709876252794,-0.03162916820548789,-0.02242723581877773,0.05437240054139363,-0.008147190539818808,0.021942818684465022,-0.6085758285916018,-2.681234712337245,-3.2893736884335536,-0.9163365430785452,-1.4933266434103198,-1.6014929101748223,-1.4854822897038313,-1.0592988797308507,-2.032891575870672,-0.8415809975685941,-1.4597212133128117,-0.7177024397879916,-0.05064686877819449,-0.23634625130801493,-0.0,-0.44349137272297645,-1.3491955970004732,-0.6230497100490923,-0.7665878908660054,-2.734622392823764,-0.867118820008909,-1.2340907678064807,-2.627294138156602,-2.624167289354701,-2.9353984252461087,-1.8041947873417457
-3 2 5,-0.0,0.0,0.0,1.9884593662563028,0.0,1.912833350707527,1.8074067951929964,-0.30164167040878165,-0.1072325053123319,-0.1508649810884909,-0.20736015798261453,-0.0,-0.19740086076229707,0.405992820673222,1.5752662670614253,1.6865947488509687,0.9476353512538652,1.7269388802018804,1.9786287592372531,2.0690729102763203,1.31133245847006,1.4878728741021228,1.1782410707393807,1.410111536007354,1.0061354416659678,0.0,0.2411353619717181,0.0,0.5766947293956836,1.1950649871251733,0.8526902582299216,1.0551112540242515,1.9567104975620153,1.2184290817297816,1.3501819114930416,1.8083963127716045,0.9094902121067338,2.9218538509588226,1.4085526117431373
-3 2 6,0.0,0.0,0.05040521511360226,-0.5603157967062856,0.3325634422390019,-0.44054671334672935,-0.2603992301917718,-0.3956646551291335,-0.17854803754037896,-0.30735543791473324,0.05461700535683847,-0.0522370972838656,0.08372462582473557,0.10466718720835796,0.23448273150144022,-0.025298626001267734,0.2378582620312246,0.1951855604095489,0.07649765495373508,0.12472327507681408,0.5935672478472352,0.46263000006442434,0.4935361701870669,0.5927482711385086,0.35187936542627407,-0.0,0.0,0.0,0.0674099588115615,0.0,0.2284243336676485,0.4119470190957223,-0.0,0.5697951946914127,0.6469827323358062,0.0,-0.3274263098670399,-0.10347659760637402,0.5266980561018416
-3 3 1,-0.0,-2.8343148867996764,-3.7916419978431013,-9.289607745850063,-5.16099040952903,-9.251902362516084,-9.138992468929011,-0.2738715501784367,-0.4484949613563357,-0.5569838754752364,-0.7115329078366865,-0.6480732959673688,-0.8228446056915953,-1.3266545356440331,-8.320935583589407,-8.86283143344745,-1.7554175359723858,-2.4937071074007306,-2.926831447762245,-3.484358236986111,-5.215672148779876,-7.469210029600397,-4.096835382158873,-6.382408019723396,-3.0913313730816663,-0.931902380376276,-1.3646961322289763,-7.005891746688505,-1.965932191588622,-9.543073590557938,-2.7727459107589842,-3.740001821838122,-12.273832238465848,-4.8268074123905125,-6.030287471927213,-12.741155432910539,-14.050693786594424,-13.504759092679008,-7.118386670145244
-3 3 2,-0.0,-0.0,-0.0,1.2064321473185577,-0.0,1.1183360734562189,0.9689705126335714,-0.3096191264530683,-0.13128026503380585,-0.4091590514521076,-0.005221896453960257,-0.09497007425605679,0.10603800174743641,-0.07719854151093997,0.4372501508471577,0.7402647042245537,-0.328597626597431,-0.6068734192149301,-0.676666561409814,-0.7274142037953968,-0.3342138837005229,0.1075081878322103,-0.37729035267094824,-0.17034435141230414,-0.3407409678469101,-0.08658299206523351,-0.11640716550099046,-0.0,-0.15893549340163973,0.0,-0.2082861366446081,-0.2604887179371481,0.0,-0.2426338824399982,-0.11468009386091661,0.0,2.33140946002986,7.0361891345643865,0.0
-3 3 3,-0.0,-0.0,-0.0,4.256908819113928,0.0,4.157358569176162,3.99794877883296,-0.35118701467201574,-0.11053083326477198,-0.26391692035213243,0.14452074942160945,-0.0,0.19495959219649603,0.4058877993547288,3.433990323755873,3.7623592277017877,0.5624782073368726,0.6387776803717916,0.812581805035001,0.9290010804071921,1.8882459757283252,2.9991431977044103,1.3467955262247442,2.4669404019988703,0.9141967833181595,0.0,0.149492209020933,0.0,0.38276865029864116,0.0,0.6775134160494044,1.057909940299835,0.0,1.5922119569927908,2.1364161880059056,0.04811374279351002,0.0,0.25665457187397034,2.7646700591453626
-3 3 4,-1.411617461018312,-1.3883256567679598,-1.0351382182817117,-3.0018842437908053,-1.6364614801630664,-3.050886165236203,-3.1106730437349914,-0.47877227981658227,-0.6229673683619509,-0.5109399176633724,-0.7041001415448731,-0.7064323475820797,-0.8711544524703994,-1.1835008859609542,-3.169263832720425,-3.1598012358776164,-1.3084858201902558,-1.7848379103849346,-2.0553994692998683,-2.419125878680876,-2.763977693355108,-3.117682578894707,-2.4303369033963995,-2.9891326586623643,-2.0085286595443046,-0.7996510656033657,-1.022172741633123,-2.16307278732907,-1.3634827437382837,-3.6612512351457336,-1.8016091414270767,-2.2718952887064043,-4.353754075970343,-2.658904720001861,-2.9445334278277575,-3.238624031253629,-2.9954716997371413,-0.011658340841540667,-3.070757294873112
-3 3 5,-0.0,-0.0,0.0,1.276716571885439,0.0,1.1486966791960513,0.9659743145478259,-0.24184460083759765,-0.15045317449962142,-0.0853082006499099,-0.29142598805608205,-0.13540533084507325,-0.4408028792840841,-0.3017969918621278,0.5314848065860615,0.7472458998981002,-0.12661048863292212,0.12233027720274475,0.1262031433223789,0.07137601321551448,0.15690047731298937,0.3562730507206205,0.09329499790311868,0.23623155353497807,0.029452983486468846,-0.0802387853049912,-0.009875610176601709,0.0,-0.0,0.4067115145930938,0.0,0.02902086435237821,2.349677346085082,0.0683834378307115,0.17077729495228935,1.1445913763324416,2.0003599094174476,4.475938190325756,0.2948691840948235
-3 3 6,0.0,0.0,0.0,0.2693123552028597,0.0,0.4798903535782553,0.7612907593037227,-0.020000854253647313,0.06774236692298305,0.3890279488504744,0.21824835843713614,0.10687483042603049,0.08417089313916759,0.01879841939360215,1.272739664568466,1.0556901946049977,0.1907280960432977,0.9109084266524363,1.1537730801787114,1.1120088606942653,1.1110177807551982,1.3468597890607286,0.9151068894914558,1.2753562627396497,0.7177025542030357,0.17004735604695734,0.2515442530445343,1.2091059244003242,0.390969524494224,1.3733787188213746,0.6019903604106288,0.8305541056136518,1.2174178450604058,1.0709887640203195,1.228090154458757,2.291207432967386,1.5793557654775818,0.4825390552307264,1.38173712618036
-2 1 1,0.0,4.286155975624754,4.499912867948935,0.7448165674664288,0.21320292793676723,0.9653598904819125,1.2603467581680148,0.23861937491285737,0.4010875417699032,0.4732424075386965,0.7364130078190682,0.6063543972884078,0.8414805245392559,1.293664263166623,1.8319129323847165,1.5747590298705474,1.5645313567314219,1.92775940289535,2.015849156991373,2.143427952531822,2.041754730310153,1.990269381454305,1.951717856190854,2.0547635585692703,1.7775809728136382,0.8678062788832632,1.165746922670085,0.0,1.4556378316667753,0.0,1.7188860614429553,1.9105250061324979,-0.0,2.000873565398166,2.017439274809538,-0.0,-0.0,-0.0,1.9134457537919263
-2 1 2,0.0,0.0,-0.0,-0.9051279459455784,-0.0,-0.872668497367523,-0.8272263817021456,0.026442805189569752,0.0,0.0668104787893479,0.13470782344367815,0.0,0.1634101866688767,0.1955362130357336,-0.7109107665154557,-0.7728020550584377,0.18760911197380886,0.14478970907502703,0.08878107638697308,0.013955303300742914,-0.3536156792560974,-0.6289590193892164,-0.19311349596778044,-0.508553897519314,-0.05558282307381591,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.1311837979740612,-0.3181544733164928,-0.0,-0.0,-0.0,-0.4773886331772844
-2 1 3,0.0,-0.0,-0.0,0.8606169960893201,-0.0,0.6280540951173355,0.30852288969746045,0.16060729515037195,0.0,0.08187612176039595,-0.30357051281218717,-0.0,-0.3165658924802881,-0.33732042297048653,-0.3558164450995758,-0.047359216316879324,-0.4543479683270462,-0.5751836271152375,-0.6078347932900168,-0.8184753133798287,-0.6928768672508098,-0.5571871479509348,-0.6973938650672262,-0.6545836980793015,-0.6566635864915397,-0.0923886985640552,-0.26036556629033786,-0.0,-0.44596821765013717,-0.0,-0.5957196613779671,-0.6520441037163274,-0.0,-0.6431865067525636,-0.6287716985175014,0.0,-0.0,0.0,-0.5047611997433356
-2 1 4,-0.0,-0.0,-0.0,1.5232177835272291,-0.342705410438138,1.382582022304811,1.2073080311763407,0.5109275313189544,0.14396461046653897,0.2719465004400548,-0.10905451545133213,0.0,-0.23785925019312976,-0.6350528837474906,0.9078649007628989,1.0406259486166336,-0.8172076026889724,-0.9471551229593235,-0.9251854640207716,-0.9040054784581414,0.09839462487307012,0.7538496065557337,-0.2913138488991897,0.4857923265083543,-0.5366046585205456,-0.04597935805843573,-0.2964133567526705,-0.0,-0.5124053470568909,-0.0,-0.5704074624866807,-0.36993069899859987,-0.0,-0.015716734916351137,0.25029777921959556,0.0,0.26653752431720024,0.0006033116199309949,0.5682284494318758
